week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2025-03-10,P019,S018,East,47,663.17,0,,0.0
2025-03-10,P019,S019,East,57,804.27,0,,0.0
2025-03-10,P019,S020,East,106,1302.72,1,Price Cut,12.9
2025-03-10,P019,S021,East,82,1157.02,0,,0.0
2025-03-10,P019,S022,East,47,663.17,0,,0.0
2025-03-10,P019,S023,East,80,1128.8,0,,0.0
2025-03-10,P019,S024,West,27,380.97,0,,0.0
2025-03-10,P019,S025,West,104,1234.12,1,Price Cut,15.9
2025-03-10,P019,S026,West,84,1185.24,0,,0.0
2025-03-10,P019,S027,West,110,1552.1,0,,0.0
2025-03-10,P019,S028,West,28,395.08,0,,0.0
2025-03-10,P019,S029,West,37,522.07,0,,0.0
2025-03-10,P019,S030,West,98,1381.4,1,Display Feature,0.1
2025-03-10,P020,S001,North,136,2314.72,0,,0.0
2025-03-10,P020,S002,North,193,2916.96,1,Price Cut,11.2
2025-03-10,P020,S003,North,174,2961.48,0,,0.0
2025-03-10,P020,S004,North,183,3114.66,0,,0.0
2025-03-10,P020,S005,North,130,2212.6,0,,0.0
2025-03-10,P020,S006,North,146,1264.82,1,BOGO,49.1
2025-03-10,P020,S007,North,59,1004.18,0,,0.0
2025-03-10,P020,S008,North,89,1514.78,0,,0.0
2025-03-10,P020,S009,South,41,697.82,0,,0.0
2025-03-10,P020,S010,South,37,629.74,0,,0.0
2025-03-10,P020,S011,South,82,1395.64,0,,0.0
2025-03-10,P020,S012,South,46,782.92,0,,0.0
2025-03-10,P020,S013,South,59,1004.18,0,,0.0
2025-03-10,P020,S014,South,102,1736.04,0,,0.0
2025-03-10,P020,S015,South,25,425.5,0,,0.0
2025-03-10,P020,S016,South,71,1208.42,0,,0.0
2025-03-10,P020,S017,South,54,919.08,0,,0.0
2025-03-10,P020,S018,East,63,840.65,1,Bundle,21.6
2025-03-10,P020,S019,East,42,714.84,0,,0.0
2025-03-10,P020,S020,East,93,1582.86,0,,0.0
2025-03-10,P020,S021,East,91,1548.82,0,,0.0
2025-03-10,P020,S022,East,43,655.75,1,Price Cut,10.4
2025-03-10,P020,S023,East,94,1599.88,0,,0.0
2025-03-10,P020,S024,West,24,408.48,0,,0.0
2025-03-10,P020,S025,West,166,1460.69,1,BOGO,48.3
2025-03-10,P020,S026,West,79,1344.58,0,,0.0
2025-03-10,P020,S027,West,82,1395.64,0,,0.0
2025-03-10,P020,S028,West,25,425.5,0,,0.0
2025-03-10,P020,S029,West,45,765.9,0,,0.0
2025-03-10,P020,S030,West,66,1123.32,0,,0.0
2025-03-17,P001,S001,North,158,7064.18,0,,0.0
2025-03-17,P001,S002,North,217,8188.55,1,Price Cut,15.6
2025-03-17,P001,S003,North,252,11266.92,0,,0.0
2025-03-17,P001,S004,North,235,10506.85,0,,0.0
2025-03-17,P001,S005,North,233,10417.43,0,,0.0
2025-03-17,P001,S006,North,108,4828.68,0,,0.0
2025-03-17,P001,S007,North,119,5320.49,0,,0.0
2025-03-17,P001,S008,North,190,8494.9,0,,0.0
2025-03-17,P001,S009,South,92,4113.32,0,,0.0
2025-03-17,P001,S010,South,115,4966.83,1,Display Feature,3.4
2025-03-17,P001,S011,South,493,11946.78,1,BOGO,45.8
2025-03-17,P001,S012,South,147,6572.37,0,,0.0
2025-03-17,P001,S013,South,329,14341.85,1,Display Feature,2.5
2025-03-17,P001,S014,South,284,12697.64,0,,0.0
2025-03-17,P001,S015,South,104,4649.84,0,,0.0
2025-03-17,P001,S016,South,274,12250.54,0,,0.0
2025-03-17,P001,S017,South,171,7645.41,0,,0.0
2025-03-17,P001,S018,East,103,4605.13,0,,0.0
2025-03-17,P001,S019,East,86,3845.06,0,,0.0
2025-03-17,P001,S020,East,125,5588.75,0,,0.0
2025-03-17,P001,S021,East,166,7421.86,0,,0.0
2025-03-17,P001,S022,East,87,3889.77,0,,0.0
2025-03-17,P001,S023,East,155,6930.05,0,,0.0
2025-03-17,P001,S024,West,75,3353.25,0,,0.0
2025-03-17,P001,S025,West,210,9389.1,0,,0.0
2025-03-17,P001,S026,West,195,8718.45,0,,0.0
2025-03-17,P001,S027,West,219,9791.49,0,,0.0
2025-03-17,P001,S028,West,110,4918.1,0,,0.0
2025-03-17,P001,S029,West,133,5946.43,0,,0.0
2025-03-17,P001,S030,West,189,8450.19,0,,0.0
2025-03-17,P002,S001,North,98,880.09,1,Price Cut,12.3
2025-03-17,P002,S002,North,118,1208.32,0,,0.0
2025-03-17,P002,S003,North,118,1208.32,0,,0.0
2025-03-17,P002,S004,North,99,1013.76,0,,0.0
2025-03-17,P002,S005,North,95,972.8,0,,0.0
2025-03-17,P002,S006,North,46,471.04,0,,0.0
2025-03-17,P002,S007,North,52,532.48,0,,0.0
2025-03-17,P002,S008,North,86,880.64,0,,0.0
2025-03-17,P002,S009,South,79,409.33,1,BOGO,49.4
2025-03-17,P002,S010,South,90,491.21,1,BOGO,46.7
2025-03-17,P002,S011,South,119,1218.56,0,,0.0
2025-03-17,P002,S012,South,84,860.16,0,,0.0
2025-03-17,P002,S013,South,176,1802.24,0,,0.0
2025-03-17,P002,S014,South,100,1024.0,0,,0.0
2025-03-17,P002,S015,South,42,430.08,0,,0.0
2025-03-17,P002,S016,South,105,1075.2,0,,0.0
2025-03-17,P002,S017,South,80,819.2,0,,0.0
2025-03-17,P002,S018,East,34,348.16,0,,0.0
2025-03-17,P002,S019,East,42,430.08,0,,0.0
2025-03-17,P002,S020,East,78,798.72,0,,0.0
2025-03-17,P002,S021,East,148,786.55,1,BOGO,48.1
2025-03-17,P002,S022,East,49,427.0,1,Price Cut,14.9
2025-03-17,P002,S023,East,61,624.64,0,,0.0
2025-03-17,P002,S024,West,40,409.6,0,,0.0
2025-03-17,P002,S025,West,135,1061.68,1,Bundle,23.2
2025-03-17,P002,S026,West,113,1157.12,0,,0.0
2025-03-17,P002,S027,West,127,1300.48,0,,0.0
2025-03-17,P002,S028,West,43,440.32,0,,0.0
2025-03-17,P002,S029,West,46,471.04,0,,0.0
2025-03-17,P002,S030,West,100,1024.0,0,,0.0
2025-03-17,P003,S001,North,112,1092.0,0,,0.0
2025-03-17,P003,S002,North,114,1111.5,0,,0.0
2025-03-17,P003,S003,North,103,1004.25,0,,0.0
2025-03-17,P003,S004,North,129,1257.75,0,,0.0
2025-03-17,P003,S005,North,122,1189.5,0,,0.0
2025-03-17,P003,S006,North,49,477.75,0,,0.0
2025-03-17,P003,S007,North,83,639.31,1,Bundle,21.0
2025-03-17,P003,S008,North,122,1189.5,0,,0.0
2025-03-17,P003,S009,South,56,546.0,0,,0.0
2025-03-17,P003,S010,South,49,477.75,0,,0.0
2025-03-17,P003,S011,South,132,1287.0,0,,0.0
2025-03-17,P003,S012,South,65,633.75,0,,0.0
2025-03-17,P003,S013,South,106,1033.5,0,,0.0
2025-03-17,P003,S014,South,124,1209.0,0,,0.0
2025-03-17,P003,S015,South,50,487.5,0,,0.0
2025-03-17,P003,S016,South,166,1618.5,0,,0.0
2025-03-17,P003,S017,South,95,926.25,0,,0.0
2025-03-17,P003,S018,East,48,468.0,0,,0.0
2025-03-17,P003,S019,East,40,390.0,0,,0.0
2025-03-17,P003,S020,East,39,380.25,0,,0.0
2025-03-17,P003,S021,East,73,711.75,0,,0.0
2025-03-17,P003,S022,East,46,434.6,1,Display Feature,3.1
2025-03-17,P003,S023,East,65,633.75,0,,0.0
2025-03-17,P003,S024,West,45,438.75,0,,0.0
2025-03-17,P003,S025,West,119,1160.25,0,,0.0
2025-03-17,P003,S026,West,160,1276.08,1,Bundle,18.2
2025-03-17,P003,S027,West,142,1221.13,1,Price Cut,11.8
2025-03-17,P003,S028,West,38,370.5,0,,0.0
2025-03-17,P003,S029,West,43,419.25,0,,0.0
2025-03-17,P003,S030,West,87,848.25,0,,0.0
2025-03-17,P004,S001,North,35,1653.05,0,,0.0
2025-03-17,P004,S002,North,32,1511.36,0,,0.0
2025-03-17,P004,S003,North,35,1653.05,0,,0.0
2025-03-17,P004,S004,North,35,1653.05,0,,0.0
2025-03-17,P004,S005,North,38,1794.74,0,,0.0
2025-03-17,P004,S006,North,19,481.89,1,BOGO,46.3
2025-03-17,P004,S007,North,10,472.3,0,,0.0
2025-03-17,P004,S008,North,30,1416.9,0,,0.0
2025-03-17,P004,S009,South,8,377.84,0,,0.0
2025-03-17,P004,S010,South,16,755.68,0,,0.0
2025-03-17,P004,S011,South,42,1983.66,0,,0.0
2025-03-17,P004,S012,South,22,1039.06,0,,0.0
2025-03-17,P004,S013,South,47,2219.81,0,,0.0
2025-03-17,P004,S014,South,37,1747.51,0,,0.0
2025-03-17,P004,S015,South,12,566.76,0,,0.0
2025-03-17,P004,S016,South,45,2125.35,0,,0.0
2025-03-17,P004,S017,South,20,944.6,0,,0.0
2025-03-17,P004,S018,East,7,330.61,0,,0.0
2025-03-17,P004,S019,East,12,566.76,0,,0.0
2025-03-17,P004,S020,East,29,1369.67,0,,0.0
2025-03-17,P004,S021,East,25,1180.75,0,,0.0
2025-03-17,P004,S022,East,12,566.76,0,,0.0
2025-03-17,P004,S023,East,28,1322.44,0,,0.0
2025-03-17,P004,S024,West,11,519.53,0,,0.0
2025-03-17,P004,S025,West,35,1653.05,0,,0.0
2025-03-17,P004,S026,West,40,1889.2,0,,0.0
2025-03-17,P004,S027,West,51,2408.73,0,,0.0
2025-03-17,P004,S028,West,8,377.84,0,,0.0
2025-03-17,P004,S029,West,13,613.99,0,,0.0
2025-03-17,P004,S030,West,34,1605.82,0,,0.0
2025-03-17,P005,S001,North,128,959.96,1,BOGO,46.2
2025-03-17,P005,S002,North,124,1728.56,0,,0.0
2025-03-17,P005,S003,North,111,1547.34,0,,0.0
2025-03-17,P005,S004,North,95,1324.3,0,,0.0
2025-03-17,P005,S005,North,111,1547.34,0,,0.0
2025-03-17,P005,S006,North,47,655.18,0,,0.0
2025-03-17,P005,S007,North,57,794.58,0,,0.0
2025-03-17,P005,S008,North,93,1296.42,0,,0.0
2025-03-17,P005,S009,South,47,655.18,0,,0.0
2025-03-17,P005,S010,South,70,975.8,0,,0.0
2025-03-17,P005,S011,South,177,2467.38,0,,0.0
2025-03-17,P005,S012,South,68,947.92,0,,0.0
2025-03-17,P005,S013,South,186,2310.22,1,Price Cut,10.9
2025-03-17,P005,S014,South,140,1951.6,0,,0.0
2025-03-17,P005,S015,South,56,780.64,0,,0.0
2025-03-17,P005,S016,South,113,1575.22,0,,0.0
2025-03-17,P005,S017,South,75,1045.5,0,,0.0
2025-03-17,P005,S018,East,45,627.3,0,,0.0
2025-03-17,P005,S019,East,41,571.54,0,,0.0
2025-03-17,P005,S020,East,120,915.02,1,BOGO,45.3
2025-03-17,P005,S021,East,71,989.74,0,,0.0
2025-03-17,P005,S022,East,40,557.6,0,,0.0
2025-03-17,P005,S023,East,48,669.12,0,,0.0
2025-03-17,P005,S024,West,44,613.36,0,,0.0
2025-03-17,P005,S025,West,79,1101.26,0,,0.0
2025-03-17,P005,S026,West,98,1366.12,0,,0.0
2025-03-17,P005,S027,West,151,2104.94,0,,0.0
2025-03-17,P005,S028,West,32,446.08,0,,0.0
2025-03-17,P005,S029,West,47,655.18,0,,0.0
2025-03-17,P005,S030,West,88,1226.72,0,,0.0
2025-03-17,P006,S001,North,261,1224.09,0,,0.0
2025-03-17,P006,S002,North,362,1376.9,1,Bundle,18.9
2025-03-17,P006,S003,North,382,1791.58,0,,0.0
2025-03-17,P006,S004,North,270,1266.3,0,,0.0
2025-03-17,P006,S005,North,304,1425.76,0,,0.0
2025-03-17,P006,S006,North,134,628.46,0,,0.0
2025-03-17,P006,S007,North,166,778.54,0,,0.0
2025-03-17,P006,S008,North,236,1106.84,0,,0.0
2025-03-17,P006,S009,South,87,408.03,0,,0.0
2025-03-17,P006,S010,South,74,347.06,0,,0.0
2025-03-17,P006,S011,South,207,970.83,0,,0.0
2025-03-17,P006,S012,South,153,717.57,0,,0.0
2025-03-17,P006,S013,South,216,1013.04,0,,0.0
2025-03-17,P006,S014,South,164,769.16,0,,0.0
2025-03-17,P006,S015,South,86,403.34,0,,0.0
2025-03-17,P006,S016,South,234,1097.46,0,,0.0
2025-03-17,P006,S017,South,101,473.69,0,,0.0
2025-03-17,P006,S018,East,100,459.62,1,Display Feature,2.0
2025-03-17,P006,S019,East,61,286.09,0,,0.0
2025-03-17,P006,S020,East,180,844.2,0,,0.0
2025-03-17,P006,S021,East,160,750.4,0,,0.0
2025-03-17,P006,S022,East,90,422.1,0,,0.0
2025-03-17,P006,S023,East,148,694.12,0,,0.0
2025-03-17,P006,S024,West,71,332.99,0,,0.0
2025-03-17,P006,S025,West,204,956.76,0,,0.0
2025-03-17,P006,S026,West,267,1252.23,0,,0.0
2025-03-17,P006,S027,West,152,712.88,0,,0.0
2025-03-17,P006,S028,West,73,342.37,0,,0.0
2025-03-17,P006,S029,West,106,497.14,0,,0.0
2025-03-17,P006,S030,West,223,1045.87,0,,0.0
2025-03-17,P007,S001,North,112,511.84,0,,0.0
2025-03-17,P007,S002,North,174,795.18,0,,0.0
2025-03-17,P007,S003,North,166,758.62,0,,0.0
2025-03-17,P007,S004,North,186,850.02,0,,0.0
2025-03-17,P007,S005,North,134,612.38,0,,0.0
2025-03-17,P007,S006,North,93,425.01,0,,0.0
2025-03-17,P007,S007,North,61,278.77,0,,0.0
2025-03-17,P007,S008,North,89,406.73,0,,0.0
2025-03-17,P007,S009,South,41,187.37,0,,0.0
2025-03-17,P007,S010,South,42,191.94,0,,0.0
2025-03-17,P007,S011,South,120,548.4,0,,0.0
2025-03-17,P007,S012,South,55,251.35,0,,0.0
2025-03-17,P007,S013,South,126,575.82,0,,0.0
2025-03-17,P007,S014,South,97,443.29,0,,0.0
2025-03-17,P007,S015,South,39,178.23,0,,0.0
2025-03-17,P007,S016,South,127,580.39,0,,0.0
2025-03-17,P007,S017,South,62,283.34,0,,0.0
2025-03-17,P007,S018,East,38,173.66,0,,0.0
2025-03-17,P007,S019,East,45,205.65,0,,0.0
2025-03-17,P007,S020,East,75,342.75,0,,0.0
2025-03-17,P007,S021,East,75,296.14,1,Price Cut,13.6
2025-03-17,P007,S022,East,36,164.52,0,,0.0
2025-03-17,P007,S023,East,50,228.5,0,,0.0
2025-03-17,P007,S024,West,40,182.8,0,,0.0
2025-03-17,P007,S025,West,132,603.24,0,,0.0
2025-03-17,P007,S026,West,121,552.97,0,,0.0
2025-03-17,P007,S027,West,135,616.95,0,,0.0
2025-03-17,P007,S028,West,31,141.67,0,,0.0
2025-03-17,P007,S029,West,59,269.63,0,,0.0
2025-03-17,P007,S030,West,99,452.43,0,,0.0
2025-03-17,P008,S001,North,132,736.56,0,,0.0
2025-03-17,P008,S002,North,247,696.02,1,BOGO,49.5
2025-03-17,P008,S003,North,175,976.5,0,,0.0
2025-03-17,P008,S004,North,143,797.94,0,,0.0
2025-03-17,P008,S005,North,189,1054.62,0,,0.0
2025-03-17,P008,S006,North,74,412.92,0,,0.0
2025-03-17,P008,S007,North,61,340.38,0,,0.0
2025-03-17,P008,S008,North,103,574.74,0,,0.0
2025-03-17,P008,S009,South,52,290.16,0,,0.0
2025-03-17,P008,S010,South,47,262.26,0,,0.0
2025-03-17,P008,S011,South,110,613.8,0,,0.0
2025-03-17,P008,S012,South,74,412.92,0,,0.0
2025-03-17,P008,S013,South,116,647.28,0,,0.0
2025-03-17,P008,S014,South,91,507.78,0,,0.0
2025-03-17,P008,S015,South,38,212.04,0,,0.0
2025-03-17,P008,S016,South,101,563.58,0,,0.0
2025-03-17,P008,S017,South,50,279.0,0,,0.0
2025-03-17,P008,S018,East,32,178.56,0,,0.0
2025-03-17,P008,S019,East,49,226.12,1,Price Cut,17.3
2025-03-17,P008,S020,East,82,457.56,0,,0.0
2025-03-17,P008,S021,East,72,401.76,0,,0.0
2025-03-17,P008,S022,East,34,189.72,0,,0.0
2025-03-17,P008,S023,East,71,396.18,0,,0.0
2025-03-17,P008,S024,West,46,256.68,0,,0.0
2025-03-17,P008,S025,West,177,796.05,1,Bundle,19.4
2025-03-17,P008,S026,West,94,524.52,0,,0.0
2025-03-17,P008,S027,West,141,786.78,0,,0.0
2025-03-17,P008,S028,West,28,156.24,0,,0.0
2025-03-17,P008,S029,West,59,329.22,0,,0.0
2025-03-17,P008,S030,West,91,507.78,0,,0.0
2025-03-17,P009,S001,North,32,672.32,0,,0.0
2025-03-17,P009,S002,North,92,1007.05,1,BOGO,47.9
2025-03-17,P009,S003,North,77,1617.77,0,,0.0
2025-03-17,P009,S004,North,49,1029.49,0,,0.0
2025-03-17,P009,S005,North,40,840.4,0,,0.0
2025-03-17,P009,S006,North,18,378.18,0,,0.0
2025-03-17,P009,S007,North,27,291.01,1,BOGO,48.7
2025-03-17,P009,S008,North,46,966.46,0,,0.0
2025-03-17,P009,S009,South,15,315.15,0,,0.0
2025-03-17,P009,S010,South,17,182.51,1,BOGO,48.9
2025-03-17,P009,S011,South,41,861.41,0,,0.0
2025-03-17,P009,S012,South,14,294.14,0,,0.0
2025-03-17,P009,S013,South,34,714.34,0,,0.0
2025-03-17,P009,S014,South,40,840.4,0,,0.0
2025-03-17,P009,S015,South,7,147.07,0,,0.0
2025-03-17,P009,S016,South,43,903.43,0,,0.0
2025-03-17,P009,S017,South,10,210.1,0,,0.0
2025-03-17,P009,S018,East,16,336.16,0,,0.0
2025-03-17,P009,S019,East,9,189.09,0,,0.0
2025-03-17,P009,S020,East,20,420.2,0,,0.0
2025-03-17,P009,S021,East,25,525.25,0,,0.0
2025-03-17,P009,S022,East,29,318.05,1,BOGO,47.8
2025-03-17,P009,S023,East,44,740.48,1,Price Cut,19.9
2025-03-17,P009,S024,West,9,189.09,0,,0.0
2025-03-17,P009,S025,West,26,546.26,0,,0.0
2025-03-17,P009,S026,West,26,546.26,0,,0.0
2025-03-17,P009,S027,West,47,987.47,0,,0.0
2025-03-17,P009,S028,West,13,225.61,1,Bundle,17.4
2025-03-17,P009,S029,West,13,273.13,0,,0.0
2025-03-17,P009,S030,West,32,672.32,0,,0.0
2025-03-17,P010,S001,North,122,525.82,0,,0.0
2025-03-17,P010,S002,North,174,749.94,0,,0.0
2025-03-17,P010,S003,North,133,573.23,0,,0.0
2025-03-17,P010,S004,North,278,916.61,1,Bundle,23.5
2025-03-17,P010,S005,North,164,706.84,0,,0.0
2025-03-17,P010,S006,North,54,232.74,0,,0.0
2025-03-17,P010,S007,North,88,379.28,0,,0.0
2025-03-17,P010,S008,North,121,521.51,0,,0.0
2025-03-17,P010,S009,South,54,232.74,0,,0.0
2025-03-17,P010,S010,South,40,172.4,0,,0.0
2025-03-17,P010,S011,South,107,461.17,0,,0.0
2025-03-17,P010,S012,South,57,245.67,0,,0.0
2025-03-17,P010,S013,South,80,344.8,0,,0.0
2025-03-17,P010,S014,South,112,482.72,0,,0.0
2025-03-17,P010,S015,South,44,181.68,1,Display Feature,4.2
2025-03-17,P010,S016,South,64,275.84,0,,0.0
2025-03-17,P010,S017,South,59,254.29,0,,0.0
2025-03-17,P010,S018,East,47,202.57,0,,0.0
2025-03-17,P010,S019,East,39,168.09,0,,0.0
2025-03-17,P010,S020,East,47,202.57,0,,0.0
2025-03-17,P010,S021,East,64,275.84,0,,0.0
2025-03-17,P010,S022,East,47,202.57,0,,0.0
2025-03-17,P010,S023,East,73,314.63,0,,0.0
2025-03-17,P010,S024,West,47,202.57,0,,0.0
2025-03-17,P010,S025,West,104,448.24,0,,0.0
2025-03-17,P010,S026,West,106,456.86,0,,0.0
2025-03-17,P010,S027,West,154,663.74,0,,0.0
2025-03-17,P010,S028,West,43,185.33,0,,0.0
2025-03-17,P010,S029,West,61,262.91,0,,0.0
2025-03-17,P010,S030,West,109,469.79,0,,0.0
2025-03-17,P011,S001,North,125,7353.75,0,,0.0
2025-03-17,P011,S002,North,195,11471.85,0,,0.0
2025-03-17,P011,S003,North,275,16178.25,0,,0.0
2025-03-17,P011,S004,North,208,12236.64,0,,0.0
2025-03-17,P011,S005,North,273,14004.83,1,Price Cut,12.8
2025-03-17,P011,S006,North,105,6177.15,0,,0.0
2025-03-17,P011,S007,North,115,5432.66,1,Bundle,19.7
2025-03-17,P011,S008,North,230,12083.09,1,Price Cut,10.7
2025-03-17,P011,S009,South,80,4706.4,0,,0.0
2025-03-17,P011,S010,South,77,4529.91,0,,0.0
2025-03-17,P011,S011,South,243,14295.69,0,,0.0
2025-03-17,P011,S012,South,95,5588.85,0,,0.0
2025-03-17,P011,S013,South,211,12413.13,0,,0.0
2025-03-17,P011,S014,South,228,13413.24,0,,0.0
2025-03-17,P011,S015,South,91,5353.53,0,,0.0
2025-03-17,P011,S016,South,303,17825.49,0,,0.0
2025-03-17,P011,S017,South,130,7647.9,0,,0.0
2025-03-17,P011,S018,East,109,6412.47,0,,0.0
2025-03-17,P011,S019,East,97,5706.51,0,,0.0
2025-03-17,P011,S020,East,129,7589.07,0,,0.0
2025-03-17,P011,S021,East,200,11766.0,0,,0.0
2025-03-17,P011,S022,East,102,6000.66,0,,0.0
2025-03-17,P011,S023,East,181,10648.23,0,,0.0
2025-03-17,P011,S024,West,77,4529.91,0,,0.0
2025-03-17,P011,S025,West,136,8000.88,0,,0.0
2025-03-17,P011,S026,West,139,8177.37,0,,0.0
2025-03-17,P011,S027,West,121,7118.43,0,,0.0
2025-03-17,P011,S028,West,69,4059.27,0,,0.0
2025-03-17,P011,S029,West,113,6647.79,0,,0.0
2025-03-17,P011,S030,West,180,10589.4,0,,0.0
2025-03-17,P012,S001,North,76,5643.76,0,,0.0
2025-03-17,P012,S002,North,90,6683.4,0,,0.0
2025-03-17,P012,S003,North,195,11975.54,1,Price Cut,17.3
2025-03-17,P012,S004,North,103,7648.78,0,,0.0
2025-03-17,P012,S005,North,149,9272.25,1,Bundle,16.2
2025-03-17,P012,S006,North,42,3118.92,0,,0.0
2025-03-17,P012,S007,North,51,3787.26,0,,0.0
2025-03-17,P012,S008,North,88,6534.88,0,,0.0
2025-03-17,P012,S009,South,46,3316.9,1,Display Feature,2.9
2025-03-17,P012,S010,South,56,4158.56,0,,0.0
2025-03-17,P012,S011,South,99,7351.74,0,,0.0
2025-03-17,P012,S012,South,74,5495.24,0,,0.0
2025-03-17,P012,S013,South,130,9653.8,0,,0.0
2025-03-17,P012,S014,South,132,9802.32,0,,0.0
2025-03-17,P012,S015,South,63,4678.38,0,,0.0
2025-03-17,P012,S016,South,72,5346.72,0,,0.0
2025-03-17,P012,S017,South,56,4158.56,0,,0.0
2025-03-17,P012,S018,East,59,4258.66,1,Display Feature,2.8
2025-03-17,P012,S019,East,39,2896.14,0,,0.0
2025-03-17,P012,S020,East,71,5272.46,0,,0.0
2025-03-17,P012,S021,East,76,5643.76,0,,0.0
2025-03-17,P012,S022,East,49,3638.74,0,,0.0
2025-03-17,P012,S023,East,54,4010.04,0,,0.0
2025-03-17,P012,S024,West,42,3118.92,0,,0.0
2025-03-17,P012,S025,West,95,7054.7,0,,0.0
2025-03-17,P012,S026,West,82,6089.32,0,,0.0
2025-03-17,P012,S027,West,92,6831.92,0,,0.0
2025-03-17,P012,S028,West,22,1633.72,0,,0.0
2025-03-17,P012,S029,West,48,3564.48,0,,0.0
2025-03-17,P012,S030,West,85,6312.1,0,,0.0
2025-03-17,P013,S001,North,121,6536.42,0,,0.0
2025-03-17,P013,S002,North,83,4483.66,0,,0.0
2025-03-17,P013,S003,North,141,7494.95,1,Display Feature,1.6
2025-03-17,P013,S004,North,145,7832.9,0,,0.0
2025-03-17,P013,S005,North,148,7994.96,0,,0.0
2025-03-17,P013,S006,North,59,3187.18,0,,0.0
2025-03-17,P013,S007,North,46,2484.92,0,,0.0
2025-03-17,P013,S008,North,108,5834.16,0,,0.0
2025-03-17,P013,S009,South,55,2971.1,0,,0.0
2025-03-17,P013,S010,South,43,2322.86,0,,0.0
2025-03-17,P013,S011,South,119,6428.38,0,,0.0
2025-03-17,P013,S012,South,94,2787.76,1,BOGO,45.1
2025-03-17,P013,S013,South,138,7454.76,0,,0.0
2025-03-17,P013,S014,South,127,6860.54,0,,0.0
2025-03-17,P013,S015,South,42,2268.84,0,,0.0
2025-03-17,P013,S016,South,141,7616.82,0,,0.0
2025-03-17,P013,S017,South,90,4861.8,0,,0.0
2025-03-17,P013,S018,East,45,2430.9,0,,0.0
2025-03-17,P013,S019,East,55,2971.1,0,,0.0
2025-03-17,P013,S020,East,105,4815.61,1,Bundle,15.1
2025-03-17,P013,S021,East,86,4645.72,0,,0.0
2025-03-17,P013,S022,East,50,2701.0,0,,0.0
2025-03-17,P013,S023,East,79,4267.58,0,,0.0
2025-03-17,P013,S024,West,38,2052.76,0,,0.0
2025-03-17,P013,S025,West,92,4969.84,0,,0.0
2025-03-17,P013,S026,West,66,3565.32,0,,0.0
2025-03-17,P013,S027,West,103,5564.06,0,,0.0
2025-03-17,P013,S028,West,27,1458.54,0,,0.0
2025-03-17,P013,S029,West,47,2538.94,0,,0.0
2025-03-17,P013,S030,West,192,5528.19,1,BOGO,46.7
2025-03-17,P014,S001,North,32,396.48,0,,0.0
2025-03-17,P014,S002,North,74,496.02,1,BOGO,45.9
2025-03-17,P014,S003,North,63,423.07,1,BOGO,45.8
2025-03-17,P014,S004,North,37,458.43,0,,0.0
2025-03-17,P014,S005,North,58,641.73,1,Price Cut,10.7
2025-03-17,P014,S006,North,13,161.07,0,,0.0
2025-03-17,P014,S007,North,11,136.29,0,,0.0
2025-03-17,P014,S008,North,26,322.14,0,,0.0
2025-03-17,P014,S009,South,13,161.07,0,,0.0
2025-03-17,P014,S010,South,9,111.51,0,,0.0
2025-03-17,P014,S011,South,51,631.89,0,,0.0
2025-03-17,P014,S012,South,17,187.88,1,Price Cut,10.8
2025-03-17,P014,S013,South,61,595.56,1,Bundle,21.2
2025-03-17,P014,S014,South,52,644.28,0,,0.0
2025-03-17,P014,S015,South,10,123.9,0,,0.0
2025-03-17,P014,S016,South,50,619.5,0,,0.0
2025-03-17,P014,S017,South,25,250.28,1,Bundle,19.2
2025-03-17,P014,S018,East,15,152.4,1,Price Cut,18.0
2025-03-17,P014,S019,East,13,161.07,0,,0.0
2025-03-17,P014,S020,East,25,257.09,1,Price Cut,17.0
2025-03-17,P014,S021,East,59,391.82,1,BOGO,46.4
2025-03-17,P014,S022,East,14,173.46,0,,0.0
2025-03-17,P014,S023,East,23,284.97,0,,0.0
2025-03-17,P014,S024,West,11,136.29,0,,0.0
2025-03-17,P014,S025,West,25,309.75,0,,0.0
2025-03-17,P014,S026,West,31,384.09,0,,0.0
2025-03-17,P014,S027,West,54,639.62,1,Display Feature,4.4
2025-03-17,P014,S028,West,13,153.18,1,Display Feature,4.9
2025-03-17,P014,S029,West,10,123.9,0,,0.0
2025-03-17,P014,S030,West,29,359.31,0,,0.0
2025-03-17,P015,S001,North,160,13614.4,0,,0.0
2025-03-17,P015,S002,North,225,19145.25,0,,0.0
2025-03-17,P015,S003,North,206,17528.54,0,,0.0
2025-03-17,P015,S004,North,250,21272.5,0,,0.0
2025-03-17,P015,S005,North,268,22804.12,0,,0.0
2025-03-17,P015,S006,North,100,8509.0,0,,0.0
2025-03-17,P015,S007,North,98,8338.82,0,,0.0
2025-03-17,P015,S008,North,130,11061.7,0,,0.0
2025-03-17,P015,S009,South,74,6296.66,0,,0.0
2025-03-17,P015,S010,South,85,7232.65,0,,0.0
2025-03-17,P015,S011,South,213,18124.17,0,,0.0
2025-03-17,P015,S012,South,148,12593.32,0,,0.0
2025-03-17,P015,S013,South,222,18889.98,0,,0.0
2025-03-17,P015,S014,South,187,15195.8,1,Display Feature,4.5
2025-03-17,P015,S015,South,58,4935.22,0,,0.0
2025-03-17,P015,S016,South,209,17783.81,0,,0.0
2025-03-17,P015,S017,South,101,8594.09,0,,0.0
